Family,Certainty level for identification,Code(Cliff),Genus,Species,Block (B means Block),Site gr (grass) or cc (cover crop),Plot,Subplot,OrderNo,Date,CoverPerc,Soil,Rock,Wood,Litter,StandingDead,Water,Lichen,Moss,OtherNonVascular,Scat,CameraID,Code(Dan),Comments,Site,Corner,Location,Year,Month,Day,Height>3m,Status,Cluster,MorphospeciesID,TaxonID,Collected,Authority
Poac,ToSpp,DigCil,Digitara,ciliaris,B15,cc,B15cc,41.1.1,_10,11-Mar-20,1,,,,,,,,,,,,dig.cil,,41,NE,OC,2020,3,11,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B15,cc,B15cc,41.1.1,_11,11-Mar-20,1,,,,,,,,,,,,ana.arv,,41,NE,OC,2020,3,11,,,,,,,
Comm,ToSpp,ComDif,Commelina,diffusa,B15,cc,B15cc,41.1.1,_12,11-Mar-20,<1,,,,,,,,,,,,com.dif,,41,NE,OC,2020,3,11,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B15,cc,B15cc,41.1.1,_13,11-Mar-20,<1,,,,,,,,,,,,sol.ame,,41,NE,OC,2020,3,11,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B15,cc,B15cc,41.1.1,_14,11-Mar-20,<1,,,,,,,,,,,,oxa.lat,,41,NE,OC,2020,3,11,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B15,cc,B15cc,41.1.1,_15,11-Mar-20,<1,,,,,,,,,,,,sid.ulm,,41,NE,OC,2020,3,11,,,,,,,
Port,ToSpp,PorOle,Portulaca,oleracea,B15,cc,B15cc,41.1.1,_16,11-Mar-20,<1,,,,,,,,,,,,por.ole,,41,NE,OC,2020,3,11,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B15,cc,B15cc,41.1.1,_17,11-Mar-20,<1,,,,,,,,,,,,cyp.sp,,41,NE,OC,2020,3,11,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B15,cc,B15cc,41.1.1,_18,11-Mar-20,<1,,,,,,,,,,,,eup.gra,,41,NE,OC,2020,3,11,,,,,,,
Oxal,ToSpp,OxaSp.,Oxalis,sp.,B15,cc,B15cc,41.1.1,_19,11-Mar-20,<1,,,,,,,,,,,,NA,,41,NE,OC,2020,3,11,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B15,cc,B15cc,41.1.10,_01,11-Mar-20,NA,,,,,,,,,,,,cen.ech,,41,NE,OC,2020,3,11,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B15,cc,B15cc,41.1.10,_02,11-Mar-20,NA,,,,,,,,,,,,sor.bic,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,MacLat,Macroptilium,lathyroides,B15,cc,B15cc,41.1.10,_03,11-Mar-20,NA,,,,,,,,,,,,mac.lat,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,CraCre,Crassocephalum,crepidioides,B15,cc,B15cc,41.1.10,_04,11-Mar-20,NA,,,,,,,,,,,,cra.cre,,41,NE,OC,2020,3,11,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B15,cc,B15cc,41.1.10,_05,11-Mar-20,NA,,,,,,,,,,,,spe.rem,,41,NE,OC,2020,3,11,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B15,cc,B15cc,41.1.10,_06,11-Mar-20,NA,,,,,,,,,,,,oxa.cor,,41,NE,OC,2020,3,11,,,,,,,
Amar,ToSpp,AmaHyb,Amaranthus,hybridus,B15,cc,B15cc,41.1.10,_07,11-Mar-20,NA,,,,,,,,,,,,ama.hyb,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B15,cc,B15cc,41.1.10,_08,11-Mar-20,NA,,,,,,,,,,,,med.lup,,41,NE,OC,2020,3,11,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B15,cc,B15cc,41.1.10,_09,11-Mar-20,NA,,,,,,,,,,,,ana.arv,,41,NE,OC,2020,3,11,,,,,,,
Viol,ToSpp,HybLin,Hybanthus ,linearifolius,B15,cc,B15cc,41.1.10,_10,11-Mar-20,NA,,,,,,,,,,,,hyb.lin,,41,NE,OC,2020,3,11,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B15,cc,B15cc,41.1.10,_11,11-Mar-20,NA,,,,,,,,,,,,lep.vir,,41,NE,OC,2020,3,11,,,,,,,
Oxal,ToSpp,OxaDeb,Oxalis,debilis,B15,cc,B15cc,41.1.10,_12,11-Mar-20,NA,,,,,,,,,,,,oxa.deb,,41,NE,OC,2020,3,11,,,,,,,
Rubi,ToSpp,SpeTet,Spermacoce,tetraquetra,B15,cc,B15cc,41.1.10,_13,11-Mar-20,NA,,,,,,,,,,,,spe.tet,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B15,cc,B15cc,41.4.1,_01,11-Mar-20,25,12,25,<1,8,<1,0,0,0,<1,0,,bid.alb,,41,NE,OC,2020,3,11,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B15,cc,B15cc,41.4.1,_02,11-Mar-20,10,,,,,,,,,,,,arg.mex,,41,NE,OC,2020,3,11,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B15,cc,B15cc,41.4.1,_03,11-Mar-20,5,,,,,,,,,,,,oxa.cor,,41,NE,OC,2020,3,11,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B15,cc,B15cc,41.4.1,_04,11-Mar-20,15,,,,,,,,,,,,dig.cil,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B15,cc,B15cc,41.4.1,_05,11-Mar-20,<1,,,,,,,,,,,,part.hys,,41,NE,OC,2020,3,11,,,,,,,
Faba,Fam,NA,Faba(~MacSp.),NA,B15,cc,B15cc,41.4.1,_06,11-Mar-20,<1,,,,,,,,,,,,NA,Unknown legume,41,NE,OC,2020,3,11,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B15,cc,B15cc,41.4.1,_07,11-Mar-20,<1,,,,,,,,,,,,sid.ulm,,41,NE,OC,2020,3,11,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B15,cc,B15cc,41.4.1,_08,11-Mar-20,<1,,,,,,,,,,,,cha.opt,,41,NE,OC,2020,3,11,,,,,,,
Rubi,ToSpp,SpeTet,Spermacoce,tetraquetra,B15,cc,B15cc,41.4.1,_09,11-Mar-20,<1,,,,,,,,,,,,spe.tet,,41,NE,OC,2020,3,11,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B15,cc,B15cc,41.4.1,_10,11-Mar-20,<1,,,,,,,,,,,,eup.gra,,41,NE,OC,2020,3,11,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B15,cc,B15cc,41.4.1,_11,11-Mar-20,<1,,,,,,,,,,,,spe.rem,,41,NE,OC,2020,3,11,,,,,,,
Comm,ToSpp,ComDif,Commelina,diffusa,B15,cc,B15cc,41.4.1,_12,11-Mar-20,<1,,,,,,,,,,,,com.dif,,41,NE,OC,2020,3,11,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B15,cc,B15cc,41.4.1,_13,11-Mar-20,<1,,,,,,,,,,,,sol.ame,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B15,cc,B15cc,41.4.1,_14,11-Mar-20,<1,,,,,,,,,,,,med.lup,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B15,cc,B15cc,41.4.1,_15,11-Mar-20,<1,,,,,,,,,,,,des.tri,,41,NE,OC,2020,3,11,,,,,,,
Euph,Genus,AcaSp.,Acalypha,sp.,B15,cc,B15cc,41.4.1,_16,11-Mar-20,<1,,,,,,,,,,,,aca.sp,,41,NE,OC,2020,3,11,,,,,,,
Urti,ToSpp,PilMic,Pilea,microphylla,B15,cc,B15cc,41.4.1,_17,11-Mar-20,<1,,,,,,,,,,,,pil.mic,,41,NE,OC,2020,3,11,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus,amarus,B15,cc,B15cc,41.4.1,_18,11-Mar-20,<1,,,,,,,,,,,,phy.ama,,41,NE,OC,2020,3,11,,,,,,,
Zz?F,aPhylum,NA,(Dicho/Dicha),(Dichondra/Dichanthium),B15,cc,B15cc,41.4.1,_19,11-Mar-20,<1,,,,,,,,,,,,dic.sp,,41,NE,OC,2020,3,11,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B15,cc,B15cc,41.4.1,_20,11-Mar-20,<1,,,,,,,,,,,,cha.hir,,41,NE,OC,2020,3,11,,,,,,,
Amar,ToSpp,AmaSpi,Amaranthus,spinosus,B15,cc,B15cc,41.4.1,_21,11-Mar-20,<1,,,,,,,,,,,,ama.spi,,41,NE,OC,2020,3,11,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B15,cc,B15cc,41.4.1,_22,11-Mar-20,<1,,,,,,,,,,,,cha.hys,,41,NE,OC,2020,3,11,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B15,cc,B15cc,41.4.1,_23,11-Mar-20,<1,,,,,,,,,,,,cyp.sp,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,YonJap,Youngia,japonica,B15,cc,B15cc,41.4.1,_24,11-Mar-20,<1,,,,,,,,,,,,you.jap,,41,NE,OC,2020,3,11,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B15,cc,B15cc,41.4.1,_25,11-Mar-20,<1,,,,,,,,,,,,oen.lac,,41,NE,OC,2020,3,11,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B15,cc,B15cc,41.4.10,_01,11-Mar-20,NA,,,,,,,,,,,,lep.vir,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B15,cc,B15cc,41.4.10,_02,11-Mar-20,NA,,,,,,,,,,,,muc.pru,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,EmiSon,Emilia,sonchifolia,B15,cc,B15cc,41.4.10,_03,11-Mar-20,NA,,,,,,,,,,,,emi.son,,41,NE,OC,2020,3,11,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B15,cc,B15cc,41.4.10,_04,11-Mar-20,NA,,,,,,,,,,,,nam.jam,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B15,cc,B15cc,41.4.10,_05,11-Mar-20,NA,,,,,,,,,,,,tri.pro,,41,NE,OC,2020,3,11,,,,,,,
Euph,ToSpp,AcaSet,Acalypha,setosa,B15,cc,B15cc,41.4.10,_06,11-Mar-20,NA,,,,,,,,,,,,aca.set,,41,NE,OC,2020,3,11,,,,,,,
Amar,ToSpp,AmaHyb,Amaranthus,hybridus,B15,cc,B15cc,41.4.10,_07,11-Mar-20,NA,,,,,,,,,,,,ama.hyb,,41,NE,OC,2020,3,11,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B15,cc,B15cc,41_100,_01,11-Mar-20,NA,,,,,,,,,,,,cen.ech,,41,NE,OC,2020,3,11,,,,,,,
Urti,ToSpp,ParPra,Parietaria,praetermissa,B15,cc,B15cc,41_100,_02,11-Mar-20,NA,,,,,,,,,,,,par.pra,,41,NE,OC,2020,3,11,,,,,,,
Gera,ToSpp,GerCar,Geranium,carolinianum,B15,cc,B15cc,41_100,_03,11-Mar-20,NA,,,,,,,,,,,,ger.car,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B15,cc,B15cc,41_100,_04,11-Mar-20,NA,,,,,,,,,,,,emi.fos,,41,NE,OC,2020,3,11,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B15,cc,B15cc,41_100,_05,11-Mar-20,NA,,,,,,,,,,,,oxa.lat,,41,NE,OC,2020,3,11,,,,,,,
Cary,ToSpp,DryCor,Drymaria,cordata,B15,cc,B15cc,41_100,_06,11-Mar-20,NA,,,,,,,,,,,,dry.cor,,41,NE,OC,2020,3,11,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B15,cc,B15cc,41_100,_07,11-Mar-20,NA,,,,,,,,,,,,NA,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,MacLat,Macroptilium,lathyroides,B15,cc,B15cc,41_100,_08,11-Mar-20,NA,,,,,,,,,,,,mac.lat,,41,NE,OC,2020,3,11,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B15,cc,B15cc,41_100,_09,11-Mar-20,NA,,,,,,,,,,,,cal.via,,41,NE,OC,2020,3,11,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B15,cc,B15cc,41_100,_10,11-Mar-20,NA,,,,,,,,,,,,des.tor,,41,NE,OC,2020,3,11,,,,,,,
Port,ToSpp,PorOle,Portulaca,oleracea,B15,cc,B15cc,41_100,_11,11-Mar-20,NA,,,,,,,,,,,,por.ole,,41,NE,OC,2020,3,11,,,,,,,
Aste,Genus,SonSp.,Sonchus,sp.,B15,cc,B15cc,41_100,_12,11-Mar-20,NA,,,,,,,,,,,,son.sp,,41,NE,OC,2020,3,11,,,,,,,
Amar,ToSpp,AmaVir,Amaranthus,viridis,B15,cc,B15cc,41_100,_13,11-Mar-20,NA,,,,,,,,,,,,ama.vir,,41,NE,OC,2020,3,11,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,31.1.1,_01,17-Mar-20,7,2,5,<1,3,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,31.1.1,_02,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,31.1.1,_03,17-Mar-20,6,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,31.1.1,_04,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,31.1.1,_05,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B02,gr,B02gr,31.1.1,_06,17-Mar-20,7,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,31.1.1,_07,17-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,31.1.1,_08,17-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,31.1.1,_09,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B02,gr,B02gr,31.1.1,_10,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,31.1.1,_11,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,31.1.1,_12,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/Ele),NA,B02,gr,B02gr,31.1.1,_13,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B02,gr,B02gr,31.1.1,_14,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,31.1.1,_15,17-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,31.1.1,_16,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,31.1.1,_17,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,31.1.1,_18,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,31.1.1,_19,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,31.1.1,_20,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,EraCil,Eragrostis,ciliaris,B02,gr,B02gr,31.1.10,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,31.1.10,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B02,gr,B02gr,31.1.10,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B02,gr,B02gr,31.1.10,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B02,gr,B02gr,31.1.10,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,31.1.10,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,31.4.1,_01,17-Mar-20,6,3,2,<1,10,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,31.4.1,_02,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,31.4.1,_03,17-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B02,gr,B02gr,31.4.1,_04,17-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,31.4.1,_05,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,31.4.1,_06,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,31.4.1,_07,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,31.4.1,_08,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,31.4.1,_09,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B02,gr,B02gr,31.4.1,_10,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,31.4.1,_11,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,31.4.1,_12,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,31.4.1,_13,17-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B02,gr,B02gr,31.4.1,_14,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,31.4.1,_15,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,31.4.1,_16,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,31.4.1,_17,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B02,gr,B02gr,31.4.1,_18,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,Fam,NA,Aste(Emil/Sonch),NA,B02,gr,B02gr,31.4.1,_19,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,Fam,NA,Rubi(UnkSp),NA,B02,gr,B02gr,31.4.1,_20,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B02,gr,B02gr,31.4.10,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,31.4.10,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,31.4.10,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/Ele),NA,B02,gr,B02gr,31_100,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,31_100,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B02,gr,B02gr,31_100,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B02,gr,B02gr,31_100,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,AndGyr,Andropogon,gyrans,B02,gr,B02gr,31_100,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,31_100,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,31_100,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,31_100,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,31_100,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,32.2.1,_01,17-Mar-20,50,3,7,<1,10,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,32.2.1,_02,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,32.2.1,_03,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/Ele),NA,B02,gr,B02gr,32.2.1,_04,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,32.2.1,_05,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,32.2.1,_06,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B02,gr,B02gr,32.2.1,_07,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,32.2.1,_08,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,32.2.1,_09,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,32.2.1,_10,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B02,gr,B02gr,32.2.1,_11,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,32.2.1,_12,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,AndGyr,Andropogon,gyrans,B02,gr,B02gr,32.2.1,_13,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,32.2.10,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,32.2.10,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,32.2.10,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,32.2.10,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,32.2.10,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B02,gr,B02gr,32.2.10,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B02,gr,B02gr,32.2.10,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,32.2.10,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,32.2.10,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,32.2.10,_10,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,32.2.10,_11,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,32.4.1,_01,17-Mar-20,12,5,5,<1,10,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
